transaction_id,customer_id,transaction_date,order_value_gbp,discount_used,returned,channel
TXN-4038-2,CUST-104038,2025-12-28,45.82,1,0,Paid Social
TXN-4038-3,CUST-104038,2025-03-19,101.52,1,1,Paid Social
TXN-4038-4,CUST-104038,2025-03-24,56.38,1,1,Paid Social
TXN-4038-5,CUST-104038,2024-12-26,50.56,1,1,Paid Social
TXN-4038-6,CUST-104038,2025-09-07,52.08,1,0,Paid Social
TXN-4038-7,CUST-104038,2025-01-06,63.61,1,1,Paid Social
TXN-4038-8,CUST-104038,2025-03-06,68.29,1,0,Paid Social
TXN-4038-9,CUST-104038,2025-07-02,74.5,1,1,Paid Social
TXN-4038-10,CUST-104038,2025-09-06,49.96,1,0,Paid Social
TXN-4038-11,CUST-104038,2026-01-09,60.7,1,0,Paid Social
TXN-4039-1,CUST-104039,2024-07-19,71.08,1,0,Email
TXN-4039-2,CUST-104039,2024-08-04,65.56,0,1,Email
TXN-4040-1,CUST-104040,2025-02-25,50.33,1,1,Email
TXN-4040-2,CUST-104040,2024-12-01,68.95,1,0,Email
TXN-4040-3,CUST-104040,2024-12-09,58.27,1,1,Email
TXN-4040-4,CUST-104040,2025-02-21,38.3,0,0,Email
TXN-4040-5,CUST-104040,2025-01-13,70.03,0,0,Email
TXN-4041-1,CUST-104041,2024-06-25,27.11,0,1,Paid Social
TXN-4041-2,CUST-104041,2024-06-27,17.69,0,0,Paid Social
TXN-4042-1,CUST-104042,2024-08-08,44.8,1,0,Paid Search
TXN-4042-2,CUST-104042,2024-08-18,32.64,1,0,Paid Search
TXN-4042-3,CUST-104042,2024-07-08,42.52,1,0,Paid Search
TXN-4043-1,CUST-104043,2024-10-06,50.67,1,1,Direct
TXN-4043-2,CUST-104043,2024-10-24,44.62,0,1,Direct
TXN-4044-1,CUST-104044,2026-05-27,167.07,1,0,Paid Search
TXN-4044-2,CUST-104044,2025-07-20,119.04,1,0,Paid Search
TXN-4044-3,CUST-104044,2025-12-06,136.24,0,0,Paid Search
TXN-4044-4,CUST-104044,2025-09-14,44.3,0,0,Paid Search
TXN-4044-5,CUST-104044,2025-02-15,178.73,0,0,Paid Search
TXN-4044-6,CUST-104044,2025-05-20,101.87,1,0,Paid Search
TXN-4044-7,CUST-104044,2025-07-19,127.44,1,0,Paid Search
TXN-4044-8,CUST-104044,2024-12-03,156.84,1,0,Paid Search
TXN-4044-9,CUST-104044,2026-03-07,113.24,1,0,Paid Search
TXN-4044-10,CUST-104044,2025-12-10,139.68,0,0,Paid Search
TXN-4044-11,CUST-104044,2026-03-17,106.47,1,0,Paid Search
TXN-4044-12,CUST-104044,2025-04-12,144.86,0,0,Paid Search
TXN-4045-1,CUST-104045,2025-11-02,42.93,1,0,Paid Social
TXN-4045-2,CUST-104045,2025-02-08,38.76,0,0,Paid Social
TXN-4045-3,CUST-104045,2026-06-15,48.48,0,1,Paid Social
TXN-4046-1,CUST-104046,2025-03-18,34.77,1,0,Referral
TXN-4046-2,CUST-104046,2025-11-07,27.12,1,0,Referral
TXN-4046-3,CUST-104046,2025-06-23,47.46,1,0,Referral
TXN-4046-4,CUST-104046,2025-03-05,32.21,1,0,Referral
TXN-4046-5,CUST-104046,2024-09-25,53.25,1,0,Referral
TXN-4047-1,CUST-104047,2024-04-30,25.99,1,0,Email
TXN-4047-2,CUST-104047,2024-04-21,19.72,0,0,Email
TXN-4047-3,CUST-104047,2024-04-28,40.44,1,0,Email
TXN-4047-4,CUST-104047,2024-04-20,64.45,0,0,Email
TXN-4048-1,CUST-104048,2024-05-25,70.49,0,1,Paid Search
TXN-4048-2,CUST-104048,2024-08-11,46.11,0,0,Paid Search
TXN-4048-3,CUST-104048,2024-05-28,85.93,0,0,Paid Search
TXN-4049-1,CUST-104049,2024-08-29,75.37,0,0,Referral
TXN-4049-2,CUST-104049,2024-11-04,57.58,1,0,Referral
TXN-4049-3,CUST-104049,2024-11-11,74.7,0,1,Referral
TXN-4049-4,CUST-104049,2024-08-29,55.83,1,0,Referral
TXN-4049-5,CUST-104049,2024-10-13,63.99,0,0,Referral
TXN-4050-1,CUST-104050,2025-01-01,76.49,1,0,Email
TXN-4050-2,CUST-104050,2024-11-01,50.21,1,0,Email
TXN-4050-3,CUST-104050,2024-10-14,68.2,1,1,Email
TXN-4050-4,CUST-104050,2024-11-30,62.11,1,0,Email
TXN-4050-5,CUST-104050,2024-07-07,83.99,1,0,Email
TXN-4050-6,CUST-104050,2024-07-27,45.22,1,1,Email
TXN-4050-7,CUST-104050,2024-09-26,67.58,1,0,Email
TXN-4050-8,CUST-104050,2024-11-02,58.47,0,0,Email
TXN-4051-1,CUST-104051,2024-10-05,24.43,0,0,Paid Search
TXN-4051-2,CUST-104051,2024-07-28,79.35,1,1,Paid Search
TXN-4051-3,CUST-104051,2024-10-30,97.69,1,0,Paid Search
TXN-4051-4,CUST-104051,2024-07-18,87.68,1,1,Paid Search
TXN-4051-5,CUST-104051,2024-11-05,95.57,1,0,Paid Search
TXN-4051-6,CUST-104051,2024-11-20,81.16,0,1,Paid Search
TXN-4051-7,CUST-104051,2024-10-03,69.99,1,0,Paid Search
TXN-4051-8,CUST-104051,2024-10-08,78.71,1,1,Paid Search
TXN-4052-1,CUST-104052,2024-04-19,43.81,0,0,Paid Search
TXN-4052-2,CUST-104052,2024-04-05,75.67,0,1,Paid Search
TXN-4052-3,CUST-104052,2024-04-01,54.28,1,0,Paid Search
TXN-4053-1,CUST-104053,2025-03-27,44.44,0,0,Paid Social
TXN-4053-2,CUST-104053,2024-09-13,37.66,0,0,Paid Social
TXN-4053-3,CUST-104053,2025-03-31,65.79,0,0,Paid Social
TXN-4053-4,CUST-104053,2024-11-01,68.11,0,1,Paid Social
TXN-4053-5,CUST-104053,2025-07-11,57.81,0,0,Paid Social
TXN-4054-1,CUST-104054,2024-07-07,50.81,0,0,Paid Search
TXN-4054-2,CUST-104054,2024-10-10,50.58,1,0,Paid Search
TXN-4054-3,CUST-104054,2024-08-26,46.93,1,0,Paid Search
TXN-4054-4,CUST-104054,2024-10-02,59.6,1,0,Paid Search
TXN-4054-5,CUST-104054,2024-07-02,33.5,0,1,Paid Search
TXN-4055-1,CUST-104055,2024-12-10,21.82,0,0,Paid Search
TXN-4056-1,CUST-104056,2025-09-28,26.15,1,0,Affiliate
TXN-4056-2,CUST-104056,2025-02-07,27.22,0,0,Affiliate
TXN-4057-1,CUST-104057,2025-04-24,62.65,0,1,Email
TXN-4057-2,CUST-104057,2025-04-05,41.96,1,0,Email
TXN-4057-3,CUST-104057,2025-03-26,81.62,1,0,Email
TXN-4057-4,CUST-104057,2025-02-17,67.0,0,0,Email
TXN-4057-5,CUST-104057,2024-12-27,77.87,0,0,Email
TXN-4057-6,CUST-104057,2025-06-18,38.91,1,0,Email
TXN-4057-7,CUST-104057,2025-06-23,59.15,1,0,Email
TXN-4057-8,CUST-104057,2026-06-27,56.97,0,1,Email
TXN-4057-9,CUST-104057,2025-03-20,55.63,1,0,Email
TXN-4057-10,CUST-104057,2025-03-24,60.69,1,0,Email
TXN-4058-1,CUST-104058,2025-03-11,24.35,1,0,Organic Search
TXN-4058-2,CUST-104058,2025-07-14,45.19,1,0,Organic Search
TXN-4058-3,CUST-104058,2025-04-17,44.69,1,0,Organic Search
TXN-4058-4,CUST-104058,2025-11-23,43.37,1,0,Organic Search
TXN-4059-1,CUST-104059,2025-02-15,54.69,0,0,Paid Social
TXN-4059-2,CUST-104059,2025-03-06,39.22,1,1,Paid Social
TXN-4059-3,CUST-104059,2025-10-27,38.9,1,0,Paid Social
TXN-4059-4,CUST-104059,2025-03-12,50.08,0,0,Paid Social
TXN-4059-5,CUST-104059,2025-05-01,58.28,0,1,Paid Social
TXN-4059-6,CUST-104059,2025-04-25,49.78,0,0,Paid Social
TXN-4059-7,CUST-104059,2025-05-14,54.45,0,0,Paid Social
TXN-4059-8,CUST-104059,2025-06-24,51.43,0,0,Paid Social
TXN-4060-1,CUST-104060,2025-04-10,76.74,0,0,Direct
TXN-4060-2,CUST-104060,2025-06-13,61.83,1,0,Direct
TXN-4060-3,CUST-104060,2025-04-22,67.34,0,0,Direct
TXN-4060-4,CUST-104060,2025-03-30,58.5,1,0,Direct
TXN-4060-5,CUST-104060,2025-08-20,60.77,0,0,Direct
TXN-4060-6,CUST-104060,2025-03-21,23.65,1,0,Direct
TXN-4060-7,CUST-104060,2024-12-14,33.5,1,0,Direct
TXN-4061-1,CUST-104061,2025-05-15,42.56,1,1,Paid Search
TXN-4061-2,CUST-104061,2025-02-21,46.5,0,0,Paid Search
TXN-4061-3,CUST-104061,2025-04-04,68.57,1,1,Paid Search
TXN-4062-1,CUST-104062,2024-12-12,69.56,1,0,Email
TXN-4062-2,CUST-104062,2025-03-27,55.49,1,0,Email
TXN-4062-3,CUST-104062,2024-06-21,42.35,0,0,Email
TXN-4062-4,CUST-104062,2025-02-10,59.58,0,1,Email
TXN-4063-1,CUST-104063,2024-07-03,77.9,1,0,Display
TXN-4063-2,CUST-104063,2024-06-04,92.03,0,0,Display
TXN-4063-3,CUST-104063,2024-06-10,73.2,1,0,Display
TXN-4063-4,CUST-104063,2024-11-28,32.16,0,0,Display
TXN-4063-5,CUST-104063,2024-04-06,88.15,0,0,Display
TXN-4063-6,CUST-104063,2024-02-04,80.84,0,0,Display
TXN-4063-7,CUST-104063,2024-05-06,109.02,1,0,Display
TXN-4064-1,CUST-104064,2025-08-01,48.73,1,0,Email
TXN-4064-2,CUST-104064,2024-12-02,55.47,1,0,Email
TXN-4064-3,CUST-104064,2025-06-23,55.77,0,0,Email
TXN-4065-1,CUST-104065,2024-09-22,44.28,1,0,Affiliate
TXN-4065-2,CUST-104065,2024-08-22,29.71,0,0,Affiliate
TXN-4065-3,CUST-104065,2024-07-21,20.47,0,0,Affiliate
TXN-4065-4,CUST-104065,2024-07-25,34.8,0,0,Affiliate
TXN-4065-5,CUST-104065,2024-08-27,44.29,1,0,Affiliate
TXN-4066-1,CUST-104066,2025-05-27,81.19,0,0,Paid Social
TXN-4066-2,CUST-104066,2025-09-25,72.7,0,0,Paid Social
TXN-4066-3,CUST-104066,2024-11-06,102.02,0,0,Paid Social
TXN-4066-4,CUST-104066,2025-07-10,48.64,0,0,Paid Social
TXN-4066-5,CUST-104066,2024-08-20,61.35,0,0,Paid Social
TXN-4066-6,CUST-104066,2025-03-20,86.3,0,1,Paid Social
TXN-4066-7,CUST-104066,2026-02-07,76.23,0,0,Paid Social
TXN-4066-8,CUST-104066,2024-10-18,75.92,0,0,Paid Social
TXN-4066-9,CUST-104066,2025-05-31,65.53,1,0,Paid Social
TXN-4066-10,CUST-104066,2026-01-29,99.83,0,0,Paid Social
TXN-4066-11,CUST-104066,2025-04-06,58.91,0,0,Paid Social
TXN-4066-12,CUST-104066,2025-01-06,117.54,0,0,Paid Social
TXN-4066-13,CUST-104066,2025-07-20,74.91,0,0,Paid Social
TXN-4066-14,CUST-104066,2025-06-23,53.76,0,0,Paid Social
TXN-4067-1,CUST-104067,2024-05-03,100.78,1,0,Paid Search
TXN-4067-2,CUST-104067,2024-03-27,60.7,1,1,Paid Search
TXN-4067-3,CUST-104067,2024-06-14,50.86,1,0,Paid Search
TXN-4067-4,CUST-104067,2024-04-28,90.6,1,1,Paid Search
TXN-4067-5,CUST-104067,2024-03-13,58.32,1,1,Paid Search
TXN-4067-6,CUST-104067,2024-07-11,76.49,1,0,Paid Search
TXN-4068-1,CUST-104068,2024-04-10,5.0,0,1,Organic Search
TXN-4068-2,CUST-104068,2024-04-07,42.99,1,0,Organic Search
TXN-4068-3,CUST-104068,2024-07-03,29.38,0,0,Organic Search
TXN-4068-4,CUST-104068,2024-11-30,41.0,0,0,Organic Search
TXN-4068-5,CUST-104068,2024-08-19,28.51,0,0,Organic Search
TXN-4069-1,CUST-104069,2025-01-05,33.21,0,0,Organic Search
TXN-4069-2,CUST-104069,2025-05-21,38.9,0,1,Organic Search
TXN-4069-3,CUST-104069,2024-10-09,26.09,1,0,Organic Search
TXN-4069-4,CUST-104069,2024-09-30,29.89,1,1,Organic Search
TXN-4069-5,CUST-104069,2025-01-04,19.11,0,0,Organic Search
TXN-4069-6,CUST-104069,2024-10-14,31.9,0,0,Organic Search
TXN-4069-7,CUST-104069,2024-11-03,12.83,1,0,Organic Search
TXN-4069-8,CUST-104069,2025-03-19,32.58,0,0,Organic Search
TXN-4070-1,CUST-104070,2025-02-08,40.62,1,0,Paid Search
TXN-4070-2,CUST-104070,2025-04-30,31.25,1,0,Paid Search
TXN-4070-3,CUST-104070,2025-01-22,48.5,1,0,Paid Search
TXN-4070-4,CUST-104070,2024-12-23,32.98,1,0,Paid Search
TXN-4070-5,CUST-104070,2025-01-16,49.18,1,0,Paid Search
TXN-4070-6,CUST-104070,2025-03-16,28.18,1,1,Paid Search
TXN-4071-1,CUST-104071,2024-07-07,30.94,0,0,Paid Social
TXN-4071-2,CUST-104071,2024-10-31,50.38,1,1,Paid Social
TXN-4071-3,CUST-104071,2024-05-26,40.98,1,0,Paid Social
TXN-4072-1,CUST-104072,2024-02-24,101.35,1,1,Affiliate
TXN-4072-2,CUST-104072,2024-05-07,116.31,1,0,Affiliate
TXN-4072-3,CUST-104072,2024-06-24,64.59,0,0,Affiliate
TXN-4072-4,CUST-104072,2024-03-07,79.72,1,0,Affiliate
TXN-4072-5,CUST-104072,2024-02-22,82.78,0,0,Affiliate
TXN-4073-1,CUST-104073,2025-07-11,31.6,1,0,Display
TXN-4073-2,CUST-104073,2024-08-06,28.85,1,1,Display
TXN-4073-3,CUST-104073,2024-11-16,27.78,1,0,Display
TXN-4074-1,CUST-104074,2025-01-07,29.81,1,1,Paid Social
TXN-4074-2,CUST-104074,2025-03-30,79.29,1,0,Paid Social
TXN-4074-3,CUST-104074,2025-06-17,85.6,1,0,Paid Social
TXN-4074-4,CUST-104074,2025-01-14,40.72,1,0,Paid Social
TXN-4074-5,CUST-104074,2024-11-20,63.14,0,0,Paid Social
TXN-4074-6,CUST-104074,2025-01-10,64.02,1,1,Paid Social
TXN-4075-1,CUST-104075,2025-03-08,58.73,0,0,Direct
TXN-4076-1,CUST-104076,2024-12-20,63.89,0,0,Organic Search
TXN-4076-2,CUST-104076,2024-11-07,65.65,0,0,Organic Search
TXN-4076-3,CUST-104076,2024-11-09,68.41,0,0,Organic Search
TXN-4076-4,CUST-104076,2024-10-26,54.28,0,0,Organic Search
TXN-4076-5,CUST-104076,2024-08-25,81.43,0,0,Organic Search
TXN-4076-6,CUST-104076,2024-12-11,61.78,0,0,Organic Search
TXN-4076-7,CUST-104076,2025-01-31,68.32,0,0,Organic Search
TXN-4076-8,CUST-104076,2025-04-26,51.62,0,0,Organic Search
TXN-4076-9,CUST-104076,2024-08-28,74.97,0,0,Organic Search
TXN-4076-10,CUST-104076,2024-12-27,44.78,0,0,Organic Search
TXN-4076-11,CUST-104076,2025-02-17,72.98,0,0,Organic Search
TXN-4076-12,CUST-104076,2025-04-04,66.05,0,0,Organic Search
TXN-4076-13,CUST-104076,2025-04-11,67.9,0,0,Organic Search
TXN-4077-1,CUST-104077,2025-03-25,36.7,1,0,Organic Search
TXN-4077-2,CUST-104077,2024-03-24,56.6,1,0,Organic Search
TXN-4077-3,CUST-104077,2024-09-03,50.24,1,1,Organic Search
TXN-4077-4,CUST-104077,2024-04-21,42.05,1,0,Organic Search
TXN-4078-1,CUST-104078,2026-09-27,97.14,0,0,Email
TXN-4078-2,CUST-104078,2026-07-19,188.85,1,0,Email
TXN-4078-3,CUST-104078,2026-05-06,103.86,1,0,Email
TXN-4078-4,CUST-104078,2026-10-24,118.43,0,0,Email
TXN-4078-5,CUST-104078,2025-06-27,99.33,0,0,Email
TXN-4078-6,CUST-104078,2026-04-06,131.63,0,1,Email
TXN-4078-7,CUST-104078,2025-04-09,156.81,0,1,Email
TXN-4078-8,CUST-104078,2026-04-02,110.99,0,1,Email
TXN-4078-9,CUST-104078,2025-01-28,175.51,0,0,Email
TXN-4078-10,CUST-104078,2026-01-02,145.85,0,0,Email
TXN-4078-11,CUST-104078,2025-05-02,113.93,0,1,Email
TXN-4078-12,CUST-104078,2026-11-25,157.14,0,0,Email
TXN-4078-13,CUST-104078,2026-07-13,148.69,0,0,Email
TXN-4079-1,CUST-104079,2025-06-11,127.7,0,0,Direct
TXN-4079-2,CUST-104079,2025-02-09,68.5,0,0,Direct
TXN-4079-3,CUST-104079,2025-05-08,75.78,0,0,Direct
TXN-4079-4,CUST-104079,2025-10-12,95.44,0,1,Direct
TXN-4079-5,CUST-104079,2025-03-13,50.46,0,0,Direct
TXN-4079-6,CUST-104079,2025-07-22,68.8,0,1,Direct
TXN-4079-7,CUST-104079,2025-02-25,66.92,0,0,Direct
TXN-4079-8,CUST-104079,2025-03-24,62.07,0,0,Direct
TXN-4079-9,CUST-104079,2025-02-06,94.46,0,0,Direct
TXN-4080-1,CUST-104080,2024-12-07,47.18,1,0,Paid Social
TXN-4080-2,CUST-104080,2025-09-03,33.43,1,1,Paid Social
TXN-4080-3,CUST-104080,2025-07-11,37.66,1,0,Paid Social
TXN-4080-4,CUST-104080,2025-11-24,34.16,1,0,Paid Social
TXN-4080-5,CUST-104080,2024-11-15,32.4,1,0,Paid Social
TXN-4081-1,CUST-104081,2024-12-26,60.54,1,1,Organic Search
TXN-4081-2,CUST-104081,2025-05-21,57.79,1,0,Organic Search
TXN-4081-3,CUST-104081,2024-09-01,68.68,1,0,Organic Search
TXN-4081-4,CUST-104081,2025-03-26,45.05,1,1,Organic Search
TXN-4081-5,CUST-104081,2025-04-22,57.16,0,0,Organic Search
TXN-4081-6,CUST-104081,2025-04-12,72.46,0,0,Organic Search
TXN-4081-7,CUST-104081,2024-06-19,54.49,1,0,Organic Search
TXN-4081-8,CUST-104081,2025-05-27,66.73,0,0,Organic Search
TXN-4081-9,CUST-104081,2024-04-18,51.83,1,0,Organic Search
TXN-4082-1,CUST-104082,2025-05-25,68.74,1,1,Organic Search
TXN-4082-2,CUST-104082,2026-06-14,59.51,0,1,Organic Search
TXN-4082-3,CUST-104082,2026-06-04,65.32,0,0,Organic Search
TXN-4083-1,CUST-104083,2025-04-10,170.12,0,0,Paid Search
TXN-4083-2,CUST-104083,2024-02-01,112.47,0,0,Paid Search
TXN-4083-3,CUST-104083,2024-01-26,132.75,0,0,Paid Search
TXN-4083-4,CUST-104083,2024-05-18,115.95,0,0,Paid Search
TXN-4083-5,CUST-104083,2024-09-11,85.86,0,0,Paid Search
TXN-4083-6,CUST-104083,2024-05-25,138.64,1,0,Paid Search
TXN-4083-7,CUST-104083,2025-03-20,140.68,0,0,Paid Search
TXN-4083-8,CUST-104083,2024-09-21,237.02,0,0,Paid Search
TXN-4083-9,CUST-104083,2024-06-26,60.23,0,0,Paid Search
TXN-4083-10,CUST-104083,2025-02-11,112.78,0,0,Paid Search
TXN-4083-11,CUST-104083,2024-04-05,117.66,1,0,Paid Search
TXN-4083-12,CUST-104083,2024-12-03,138.25,0,0,Paid Search
TXN-4083-13,CUST-104083,2025-01-09,168.18,0,0,Paid Search
TXN-4083-14,CUST-104083,2025-03-21,143.12,0,0,Paid Search
TXN-4084-1,CUST-104084,2024-04-24,112.73,1,0,Organic Search
TXN-4084-2,CUST-104084,2024-03-25,100.58,0,0,Organic Search
TXN-4084-3,CUST-104084,2024-02-01,47.59,1,0,Organic Search
TXN-4084-4,CUST-104084,2024-01-31,56.95,1,1,Organic Search
TXN-4084-5,CUST-104084,2024-01-24,119.24,0,0,Organic Search
TXN-4084-6,CUST-104084,2024-02-17,72.09,0,0,Organic Search
TXN-4084-7,CUST-104084,2024-01-14,100.47,1,0,Organic Search
TXN-4084-8,CUST-104084,2024-03-09,88.71,0,0,Organic Search
TXN-4084-9,CUST-104084,2024-03-19,151.85,1,0,Organic Search
TXN-4084-10,CUST-104084,2024-04-15,79.78,0,0,Organic Search
TXN-4084-11,CUST-104084,2024-02-19,132.26,0,0,Organic Search
TXN-4084-12,CUST-104084,2024-01-13,100.62,0,0,Organic Search
TXN-4084-13,CUST-104084,2024-03-04,115.74,0,0,Organic Search
TXN-4085-1,CUST-104085,2024-10-16,83.85,0,0,Organic Search
TXN-4085-2,CUST-104085,2024-10-10,94.86,0,0,Organic Search
TXN-4085-3,CUST-104085,2024-10-08,48.51,0,0,Organic Search
TXN-4086-1,CUST-104086,2025-01-03,72.73,1,0,Paid Social
TXN-4086-2,CUST-104086,2024-10-25,35.71,1,0,Paid Social
TXN-4086-3,CUST-104086,2024-11-11,62.9,1,0,Paid Social
TXN-4086-4,CUST-104086,2024-09-23,64.13,1,0,Paid Social
TXN-4086-5,CUST-104086,2024-10-07,63.38,1,0,Paid Social
TXN-4087-1,CUST-104087,2024-06-08,72.68,1,0,Paid Social
TXN-4087-2,CUST-104087,2024-05-10,52.87,0,1,Paid Social
TXN-4087-3,CUST-104087,2024-12-26,45.07,1,1,Paid Social
TXN-4087-4,CUST-104087,2025-03-24,53.33,1,0,Paid Social
TXN-4087-5,CUST-104087,2024-06-08,47.98,0,1,Paid Social
TXN-4087-6,CUST-104087,2024-04-17,52.54,1,0,Paid Social
TXN-4087-7,CUST-104087,2024-10-12,44.63,1,0,Paid Social
TXN-4087-8,CUST-104087,2024-09-10,73.77,1,1,Paid Social
TXN-4087-9,CUST-104087,2024-09-21,47.6,1,0,Paid Social
TXN-4087-10,CUST-104087,2024-06-11,52.11,1,0,Paid Social
TXN-4088-1,CUST-104088,2024-11-16,34.81,0,0,Direct
TXN-4088-2,CUST-104088,2024-11-15,21.86,1,1,Direct
TXN-4088-3,CUST-104088,2024-09-19,30.46,1,0,Direct
TXN-4088-4,CUST-104088,2025-04-20,34.31,0,1,Direct
TXN-4089-1,CUST-104089,2024-06-17,79.92,1,0,Email
TXN-4089-2,CUST-104089,2024-05-27,93.29,0,0,Email
TXN-4089-3,CUST-104089,2024-05-25,93.2,1,0,Email
TXN-4089-4,CUST-104089,2024-07-03,87.37,0,0,Email
TXN-4090-1,CUST-104090,2024-12-14,105.83,0,0,Organic Search
TXN-4090-2,CUST-104090,2024-11-28,122.58,0,0,Organic Search
TXN-4090-3,CUST-104090,2024-09-08,85.34,0,0,Organic Search
TXN-4090-4,CUST-104090,2024-09-03,122.85,0,0,Organic Search
TXN-4090-5,CUST-104090,2024-09-28,99.56,0,0,Organic Search
TXN-4090-6,CUST-104090,2024-07-18,110.46,1,0,Organic Search
TXN-4090-7,CUST-104090,2024-12-08,62.33,0,0,Organic Search
TXN-4090-8,CUST-104090,2024-10-19,98.95,0,0,Organic Search
TXN-4090-9,CUST-104090,2024-12-24,124.01,0,1,Organic Search
TXN-4090-10,CUST-104090,2024-12-24,112.23,0,0,Organic Search
TXN-4090-11,CUST-104090,2024-06-21,138.11,0,0,Organic Search
TXN-4090-12,CUST-104090,2024-10-22,126.99,0,0,Organic Search
TXN-4090-13,CUST-104090,2024-09-08,132.95,0,0,Organic Search
TXN-4090-14,CUST-104090,2024-10-10,75.8,0,0,Organic Search
TXN-4090-15,CUST-104090,2024-12-13,105.42,0,0,Organic Search
TXN-4090-16,CUST-104090,2024-07-06,35.96,0,0,Organic Search
TXN-4091-1,CUST-104091,2026-02-21,76.04,1,0,Paid Social
TXN-4091-2,CUST-104091,2025-12-20,127.58,1,1,Paid Social
TXN-4091-3,CUST-104091,2025-11-30,65.11,0,0,Paid Social
TXN-4091-4,CUST-104091,2025-12-31,134.75,1,1,Paid Social
TXN-4091-5,CUST-104091,2025-07-26,91.73,0,0,Paid Social
TXN-4091-6,CUST-104091,2025-03-19,87.66,1,0,Paid Social
TXN-4091-7,CUST-104091,2025-04-06,79.58,0,0,Paid Social
TXN-4091-8,CUST-104091,2025-07-21,77.62,1,1,Paid Social
TXN-4091-9,CUST-104091,2026-10-24,118.36,0,0,Paid Social
TXN-4091-10,CUST-104091,2025-02-14,108.02,0,1,Paid Social
TXN-4091-11,CUST-104091,2025-06-29,98.99,1,0,Paid Social
TXN-4091-12,CUST-104091,2025-09-20,86.56,0,1,Paid Social
TXN-4091-13,CUST-104091,2025-12-13,75.8,1,1,Paid Social
TXN-4091-14,CUST-104091,2025-07-25,126.17,1,1,Paid Social
TXN-4091-15,CUST-104091,2026-01-20,89.24,0,1,Paid Social
TXN-4091-16,CUST-104091,2026-10-30,78.38,0,1,Paid Social
TXN-4091-17,CUST-104091,2026-02-05,52.02,1,0,Paid Social
TXN-4092-1,CUST-104092,2025-05-09,24.44,0,0,Organic Search
TXN-4092-2,CUST-104092,2024-12-13,29.2,1,0,Organic Search
TXN-4092-3,CUST-104092,2024-11-30,21.45,1,0,Organic Search
TXN-4092-4,CUST-104092,2025-04-14,5.0,1,0,Organic Search
TXN-4092-5,CUST-104092,2025-01-03,20.06,1,0,Organic Search
TXN-4092-6,CUST-104092,2024-12-28,22.4,0,0,Organic Search
TXN-4093-1,CUST-104093,2025-02-19,47.44,1,0,Paid Search
TXN-4093-2,CUST-104093,2025-01-02,62.7,1,0,Paid Search
TXN-4093-3,CUST-104093,2024-12-24,37.74,1,0,Paid Search
TXN-4093-4,CUST-104093,2024-10-09,70.62,1,0,Paid Search
TXN-4093-5,CUST-104093,2025-01-14,41.29,1,0,Paid Search
TXN-4093-6,CUST-104093,2025-05-31,58.48,1,0,Paid Search
TXN-4093-7,CUST-104093,2024-12-17,84.27,1,0,Paid Search
TXN-4094-1,CUST-104094,2025-04-05,75.98,1,0,Referral
TXN-4094-2,CUST-104094,2024-07-07,114.26,0,0,Referral
TXN-4094-3,CUST-104094,2025-05-29,58.11,0,1,Referral
TXN-4094-4,CUST-104094,2025-01-24,76.17,1,0,Referral
TXN-4094-5,CUST-104094,2024-11-26,73.45,0,1,Referral
TXN-4094-6,CUST-104094,2024-11-04,57.1,1,0,Referral
TXN-4094-7,CUST-104094,2024-12-05,84.24,1,0,Referral
TXN-4094-8,CUST-104094,2024-07-05,74.96,1,0,Referral
TXN-4095-1,CUST-104095,2024-09-21,46.69,0,0,Organic Search
TXN-4095-2,CUST-104095,2024-08-15,59.1,0,0,Organic Search
TXN-4096-1,CUST-104096,2024-08-09,100.43,1,0,Direct
TXN-4096-2,CUST-104096,2025-02-03,72.98,1,0,Direct
TXN-4096-3,CUST-104096,2025-03-11,51.11,1,0,Direct
TXN-4096-4,CUST-104096,2024-08-09,76.77,0,0,Direct
TXN-4096-5,CUST-104096,2024-06-08,92.94,1,0,Direct
TXN-4096-6,CUST-104096,2024-12-17,77.51,1,0,Direct
TXN-4097-1,CUST-104097,2024-03-10,36.55,1,0,Paid Social
TXN-4097-2,CUST-104097,2024-03-01,36.06,0,1,Paid Social
TXN-4097-3,CUST-104097,2024-02-07,29.2,1,0,Paid Social
TXN-4097-4,CUST-104097,2024-02-10,18.07,0,0,Paid Social
TXN-4097-5,CUST-104097,2024-03-15,19.82,1,0,Paid Social
TXN-4097-6,CUST-104097,2024-03-14,38.29,0,1,Paid Social
TXN-4097-7,CUST-104097,2024-03-05,26.37,1,1,Paid Social
TXN-4097-8,CUST-104097,2024-03-13,35.83,0,0,Paid Social
TXN-4098-1,CUST-104098,2025-02-19,57.4,0,0,Organic Search
TXN-4098-2,CUST-104098,2025-01-31,49.83,0,0,Organic Search
TXN-4098-3,CUST-104098,2025-03-07,62.58,0,0,Organic Search
TXN-4099-1,CUST-104099,2024-07-13,57.75,1,0,Paid Search
TXN-4099-2,CUST-104099,2024-08-06,42.65,0,0,Paid Search
TXN-4099-3,CUST-104099,2024-08-17,40.93,0,0,Paid Search
TXN-4099-4,CUST-104099,2024-08-09,24.27,0,0,Paid Search
TXN-4099-5,CUST-104099,2024-08-14,45.05,0,0,Paid Search
TXN-4100-1,CUST-104100,2024-03-23,36.69,0,0,Organic Search
TXN-4101-1,CUST-104101,2024-12-18,85.15,1,1,Direct
